"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: buffer_size","Param: dataset","Param: n_threads","Param: stringManipulation"
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"11345496,000000","228560,566859","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"190,000000",NaN,"counts",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"5544,000000",NaN,"ms",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,581816","0,004358","ops/s",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"127,385555","0,814181","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"248279131,066667","101663,935619","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"2462,082819","16,550743","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4798685730,133334","973186,427178","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,882992","0,012753","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"3670016,000000","0,000000","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,891115","0,116813","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"9532943,866667","217329,345882","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"230,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"5586,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,672094","0,003133","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"144,462305","0,633575","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"243556525,028571","65786,181080","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"2767,130894","12,353862","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4665249440,914286","836888,043365","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,865847","0,008328","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"3145728,000000","0,000000","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,953761","0,193200","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"8351797,828571","323198,031323","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"260,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"5612,000000",NaN,"ms",1000,test,12,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
